mileage_kmpl,engine_cc,owner_count,price_usd,color,accidents_reported,insurance_valid,car_age,brand_BMW,brand_Chevrolet,brand_Ford,brand_Honda,brand_Hyundai,brand_Kia,brand_Nissan,brand_Tesla,brand_Toyota,brand_Volkswagen,fuel_type_Diesel,fuel_type_Electric,fuel_type_Petrol,transmission_Automatic,transmission_Manual,service_history_Full,service_history_Partial,service_history_Unknown
20.16,800,4,2833.88,Gray,2,Yes,25,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,True,False,False
17.28,1200,5,2929.03,White,1,Yes,15,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False
18.85,5000,1,14379.65,Silver,0,Yes,11,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False
16.98,1800,5,7802.83,Gray,0,Yes,9,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,True,False,False
25.07,2500,2,8404.92,Gray,0,No,17,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,True,False
13.37,3000,4,8913.1,White,1,Yes,12,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,True,False
15.68,2500,3,6003.95,Blue,0,No,17,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True
20.41,2500,5,4316.14,Black,0,Yes,31,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,True,False,False
13.06,1000,2,6807.23,White,2,No,7,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,True,False,False
12.84,2000,2,5340.25,Blue,1,Yes,18,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False,False,True
18.69,1800,1,5117.34,Red,0,Yes,27,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,True,False,False
22.34,4000,3,9631.69,White,0,Yes,21,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False
22.99,5000,2,12796.16,Black,0,Yes,16,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,True,False,False
18.46,1500,3,4551.67,Black,0,Yes,30,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True
14.64,2500,4,4239.41,Silver,0,Yes,24,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False
19.38,3000,5,4851.1,Red,1,Yes,21,False,False,False,False,False,False,False,False,False,True,True,False,False,False,True,True,False,False
20.83,2000,2,10202.97,Red,0,No,3,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,True,False
19.31,1200,4,6563.44,Black,0,Yes,14,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False
24.17,1800,1,11645.45,Blue,0,Yes,29,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,True,False
12.93,800,3,8780.25,Black,0,Yes,6,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,True,False
14.52,3000,4,6652.74,White,0,Yes,31,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,True,False
23.48,1000,3,3932.62,Silver,0,No,21,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,True
10.63,5000,3,9984.3,Gray,0,No,16,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False,False,True,False
15.3,2500,2,8431.22,White,0,Yes,14,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,True,False,False
14.34,4000,3,9584.26,Red,1,Yes,16,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,True,False,False
10.18,800,4,4203.31,White,0,Yes,9,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,True,False
17.06,1500,1,7121.65,Red,0,Yes,22,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False,True,False
21.73,2500,2,8060.1,Silver,0,No,14,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True
18.78,4000,5,7378.11,Red,1,Yes,26,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False
22.0,1000,1,7066.38,Silver,0,No,13,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False,True,False,False
23.96,1000,4,3955.05,Blue,1,No,28,False,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False,True,False
16.07,2000,2,9028.09,Blue,0,Yes,5,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False
31.23,1200,3,5638.32,Silver,2,Yes,19,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False
16.27,1500,1,5001.51,Black,0,Yes,8,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True
16.94,1200,2,4969.27,Silver,0,Yes,18,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False
14.46,800,5,1635.13,Red,0,No,29,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,True,False,False
20.73,2000,5,5483.09,Blue,0,Yes,22,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,True,False
16.55,1000,5,1771.88,Gray,1,Yes,26,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,True,False,False
17.61,1000,2,3553.28,Blue,0,Yes,31,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,True,False,False
16.97,2500,1,9504.52,Silver,1,Yes,9,False,False,False,False,False,False,False,False,False,True,True,False,False,False,True,True,False,False
16.86,1800,3,6659.21,Black,1,Yes,8,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False,True,False
18.79,3000,1,10641.77,Silver,0,Yes,5,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,True,False
15.75,1000,3,3290.6,Red,1,Yes,18,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False,True,False,False
15.98,5000,1,11659.11,Red,0,Yes,24,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,True,False,False
23.36,3000,1,11375.61,White,0,Yes,13,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,True,False,False
16.53,2500,2,7533.31,Black,1,No,18,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,True,False
19.92,5000,5,9050.16,Blue,0,Yes,22,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True
13.55,3000,5,7055.86,Gray,2,Yes,15,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,True,False,False
15.78,1200,5,3508.73,Red,2,Yes,23,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,True,False
11.84,3000,5,10287.57,Red,0,Yes,3,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False
27.27,2000,1,8513.06,Black,0,Yes,26,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,True,False,False
24.88,1000,5,4485.62,Silver,2,Yes,21,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False
20.98,2000,1,11411.77,White,0,Yes,7,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,True,False
28.76,1800,3,6109.39,Gray,1,Yes,25,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,True,False
21.85,1200,4,6685.54,Red,1,No,15,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False
17.14,800,4,5425.72,White,1,Yes,4,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True
19.86,2500,3,9387.46,Blue,0,No,4,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,True,False,False
24.8,1000,1,5297.31,White,0,Yes,31,False,False,False,False,False,False,False,False,False,True,True,False,False,False,True,True,False,False
13.6,800,5,4348.85,Red,1,Yes,10,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,True,False,False
12.14,800,2,3197.48,Gray,0,No,27,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,True
20.03,2500,1,7754.18,Silver,0,Yes,23,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,True
15.07,800,1,7011.24,Gray,1,Yes,14,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False
6.7,4000,3,9501.75,Red,0,Yes,8,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False
11.79,2000,3,6870.61,Blue,0,Yes,5,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False,True,False
16.44,1500,2,6821.74,White,1,Yes,11,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,True,False
18.24,1500,5,4031.8,Silver,1,Yes,30,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,True,False
18.39,1800,4,8613.36,Gray,1,Yes,3,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False
28.03,1000,5,6656.4,Silver,1,Yes,6,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,True,False,False
16.96,1800,5,3608.96,Gray,0,Yes,21,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False
19.39,1000,1,7325.64,White,0,Yes,5,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,True
9.87,1500,2,7120.09,White,1,Yes,4,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,True,False,False
17.84,5000,1,10458.42,White,0,No,26,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,True
19.67,1800,3,7231.2,Blue,1,Yes,6,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,True,False,False
11.12,2000,4,4985.42,Silver,3,Yes,24,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,True,False
13.33,2000,2,4131.67,Red,1,Yes,28,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False,True,False,False
20.45,4000,2,9750.1,Blue,1,Yes,14,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,True
15.27,1500,5,6084.92,White,0,No,4,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,True
17.49,1800,1,6914.12,White,0,No,21,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,True,False,False
20.7,2000,5,3316.14,Gray,1,Yes,27,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,True,False,False
28.18,1500,5,5932.36,Red,0,No,17,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,True,False,False
16.89,2000,2,8293.19,Gray,0,Yes,4,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,True
26.85,1000,4,5594.62,Red,0,Yes,14,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,True,False,False
8.21,2500,3,4025.26,Red,1,Yes,30,False,False,False,False,False,False,False,False,False,True,True,False,False,False,True,True,False,False
18.74,1200,5,5941.09,Black,1,Yes,10,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,True
16.33,5000,4,9619.16,Blue,0,Yes,21,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,True,False
15.34,1500,5,8609.96,Black,1,Yes,6,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True
21.29,4000,4,11494.76,Red,1,No,7,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,True,False
16.93,1800,1,7088.62,Silver,1,No,19,False,False,False,False,False,False,False,False,True,False,False,False,True,True,False,True,False,False
7.88,4000,3,6241.86,Blue,0,Yes,28,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,True
10.06,5000,2,11001.53,Black,1,Yes,10,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False
21.61,5000,1,12153.64,Gray,0,Yes,25,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False
9.81,5000,5,12441.42,Gray,0,Yes,3,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False,False
21.74,5000,5,13883.49,White,0,Yes,21,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True
18.62,2000,3,8697.45,Blue,0,Yes,10,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True
17.15,3000,3,9039.35,Silver,1,Yes,8,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,True,False,False
17.59,1800,3,5566.12,Silver,0,No,28,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,True,False,False
20.57,1800,5,7082.02,Red,0,Yes,4,False,False,False,False,False,False,False,False,False,True,True,False,False,False,True,False,True,False
12.11,1200,5,3411.01,Red,0,No,17,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,True,False,False
18.21,2500,2,6094.14,White,0,Yes,31,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False,True,False,False
12.3,1000,3,5055.81,Gray,0,Yes,9,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False
18.82,1200,4,3721.76,Silver,0,Yes,29,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,True,False,False
21.23,1000,2,5183.34,Red,1,No,18,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,True
18.83,3000,4,6435.06,Black,0,Yes,26,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,True
21.04,1500,1,13113.19,Gray,0,Yes,14,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,True
14.5,5000,3,12470.64,Red,0,Yes,7,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,True,False,False
17.69,3000,2,7359.39,White,0,Yes,31,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False,True,False,False
16.81,3000,2,7829.49,White,0,Yes,26,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,True,False
16.48,3000,1,5395.66,Black,1,Yes,26,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False,True,False
14.0,3000,1,9236.2,Blue,0,Yes,11,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False
15.84,3000,1,10171.61,Silver,0,Yes,16,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,True,False,False
12.44,4000,2,10157.64,White,2,Yes,3,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,True,False
9.53,1000,5,1220.26,Silver,0,Yes,27,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,True,False,False
14.5,4000,4,10920.48,Black,1,Yes,15,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,True,False,False
21.13,3000,4,5907.24,Black,1,Yes,22,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False,True,False,False
19.17,5000,1,15151.56,Blue,0,No,4,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,True,False
11.72,800,5,2893.47,Gray,1,Yes,11,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,True,False
15.97,1800,5,5884.81,White,1,No,14,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,True,False,False
21.46,1000,1,5857.07,Black,0,Yes,25,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,True,False
15.76,5000,3,9648.93,Red,0,Yes,29,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False,True,False,False
10.91,1800,2,4520.91,Silver,0,Yes,19,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,True
29.29,3000,3,10439.26,Silver,1,No,17,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,True,False,False
17.17,4000,5,8353.88,Gray,0,Yes,12,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,True,False,False
12.18,4000,1,8746.92,Red,1,Yes,13,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,True,False
18.86,800,2,2435.42,Silver,0,Yes,29,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,True,False,False
17.57,2500,4,4124.94,Gray,1,Yes,28,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False
10.29,3000,5,5241.83,Gray,1,No,27,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,True,False,False
18.47,5000,2,10384.01,Red,3,Yes,31,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,True,False
22.92,1200,2,7797.89,Gray,1,Yes,28,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True
16.84,2000,3,4861.84,Silver,0,Yes,20,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,True,False
7.7,1200,4,4896.09,Black,0,No,4,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,True,False
19.71,4000,3,11329.04,Blue,0,Yes,5,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,True,False
21.01,1200,3,5689.54,Gray,0,Yes,8,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,True
15.07,1000,3,2701.01,White,0,Yes,22,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,True,False,False
15.1,4000,3,10257.37,White,1,No,9,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,True,False,False
29.29,3000,5,9554.75,White,0,Yes,7,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,True,False,False
14.71,3000,4,6813.75,White,1,Yes,11,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,True,False,False
12.39,1000,3,7636.6,White,2,Yes,3,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False
18.13,2000,5,6376.85,Red,0,No,6,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False
20.87,1800,5,5015.79,Black,1,Yes,12,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,True
20.66,1000,2,8367.05,Blue,0,Yes,8,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False
5.66,1800,2,6934.8,White,0,Yes,7,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False,True,False,False
14.7,1500,1,5675.37,Silver,0,Yes,19,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,True,False,False
23.76,4000,5,9601.23,Gray,0,Yes,9,False,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False,True,False
19.63,800,1,5286.72,Silver,1,Yes,18,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,True,False
11.82,2000,5,5133.43,Blue,0,Yes,9,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False
24.21,2500,3,5887.93,Gray,1,Yes,27,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,True,False,False
22.82,2000,3,5512.02,White,2,Yes,28,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,True,False
16.52,1800,1,5873.74,White,0,Yes,18,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,True
22.4,1500,3,2866.38,Black,0,Yes,22,False,False,False,False,False,False,False,False,False,True,True,False,False,False,True,True,False,False
28.0,1800,3,9302.57,Silver,0,Yes,15,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,True,False
12.73,4000,2,7313.88,Silver,0,Yes,22,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,True,False,False
20.78,1800,3,6489.62,Red,0,Yes,6,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,True,False,False
27.93,5000,2,12615.39,Gray,1,Yes,25,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False
21.27,3000,4,7482.14,Silver,0,Yes,16,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False,True,False
14.23,2500,5,3950.33,White,1,No,31,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False,True,False,False
19.19,1500,2,7443.72,White,0,Yes,15,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True
24.85,5000,2,14060.71,Silver,0,No,11,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,True,False,False
12.92,1800,2,8610.79,Red,0,Yes,3,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,True,False
17.85,2500,5,4570.27,Gray,1,Yes,23,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False
16.78,2000,5,2619.27,Blue,0,Yes,26,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,True
14.84,1200,5,6231.41,Gray,1,No,13,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,True,False,False
19.21,5000,3,13886.11,Silver,3,Yes,19,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,True,False,False
17.5,1200,2,4315.32,Blue,1,No,29,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,True
21.22,1000,5,5610.64,Silver,1,No,25,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,True,False
23.7,1200,4,6771.98,Blue,1,Yes,10,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,True
11.64,5000,5,7823.83,White,1,Yes,23,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,True,False,False
18.34,800,1,9412.93,White,1,Yes,10,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,True,False
17.73,4000,1,10529.51,Blue,1,No,27,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,True,False
19.02,1000,2,5231.1,Black,1,Yes,22,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,True
17.92,1200,2,4587.45,Gray,0,Yes,9,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,True,False,False
13.1,1800,2,7449.72,White,0,Yes,15,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False
25.27,5000,3,13248.68,Gray,0,Yes,20,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,True,False
27.4,1500,1,8541.17,Red,0,Yes,9,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,True,False,False
20.73,1800,1,8475.64,Red,0,Yes,16,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,True,False
20.99,2000,2,5081.56,Blue,1,No,29,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,True
18.66,1800,1,8680.88,Gray,0,Yes,7,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,True
22.85,5000,1,15987.75,Black,1,Yes,10,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,True,False,False
5.78,800,3,1820.38,Red,0,No,23,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False
17.98,2000,4,7583.86,White,0,Yes,3,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,True,False
15.14,4000,2,7653.74,Silver,2,Yes,17,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False
18.73,1200,4,3625.85,Gray,1,No,27,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,True,False
23.46,1000,4,4385.26,Silver,0,Yes,9,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,True
18.1,2000,3,5724.78,Gray,2,Yes,19,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,True,False,False
16.2,1200,1,4064.01,White,0,No,18,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,True,False
10.98,1500,2,5694.52,Gray,0,Yes,12,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,True,False,False
17.45,2000,5,5604.08,Black,0,Yes,17,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,True
21.36,2000,4,7826.27,Blue,0,Yes,16,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False
13.79,1000,4,5057.16,White,0,Yes,9,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,True,False
7.98,1200,3,3411.11,Silver,0,Yes,19,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False
29.37,4000,4,9455.16,Blue,0,Yes,15,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,True,False
19.68,1000,4,4936.44,Black,2,No,9,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,True,False,False
16.89,1200,4,4698.82,Gray,0,Yes,24,False,False,False,False,False,False,False,False,False,True,True,False,False,False,True,False,True,False
24.95,4000,3,11604.5,Red,1,Yes,11,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,True,False
18.71,1500,1,6885.57,Gray,0,Yes,30,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,True,False,False
24.66,800,4,1369.49,Silver,0,Yes,27,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False,True,False
24.23,1000,2,6448.17,Black,2,Yes,26,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,True,False,False
11.63,1200,4,2255.65,White,0,Yes,20,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,True,False
20.3,4000,4,12624.82,Black,0,Yes,14,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False
26.63,4000,2,11119.8,Black,2,No,10,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,True,False,False
13.01,2000,3,5761.78,Blue,2,No,10,False,False,False,False,False,False,False,False,True,False,False,False,True,True,False,True,False,False
13.07,2000,5,2901.69,Silver,0,Yes,31,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,True,False,False
13.91,1200,2,6376.22,Silver,0,Yes,15,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False
22.45,1800,5,5701.76,Black,1,Yes,21,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,True,False,False
19.42,1500,1,6679.05,White,0,Yes,22,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,True,False
8.32,5000,1,10324.65,Black,0,Yes,13,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False
19.7,5000,4,10633.41,Gray,1,Yes,18,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False
16.74,4000,4,10741.0,Gray,2,No,6,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False
17.44,4000,3,7177.71,Gray,0,Yes,22,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,True,False,False
13.81,800,5,1020.59,White,0,Yes,17,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,True
19.74,3000,1,11120.28,Gray,1,Yes,4,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False
23.25,4000,1,10813.92,Gray,1,Yes,13,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,True,False
14.79,1800,4,2282.94,Blue,2,Yes,28,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False
9.59,1500,4,1000.0,Silver,0,Yes,30,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,True,False,False
16.48,5000,3,12122.37,Silver,1,Yes,23,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,True,False,False
21.78,1500,4,6438.94,Silver,1,Yes,22,False,False,False,False,False,False,False,False,False,True,True,False,False,False,True,False,False,True
15.89,1000,4,6968.93,Gray,1,No,4,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,True,False
10.51,4000,3,9377.04,Silver,0,Yes,21,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False
21.82,1800,4,5176.97,Blue,0,Yes,18,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,True,False,False
25.08,1200,4,5431.63,Black,0,Yes,25,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False
18.1,2000,4,8359.75,Silver,0,Yes,9,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True
9.97,4000,5,8932.53,Red,1,Yes,17,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,True,False
16.41,4000,1,11012.98,Gray,0,Yes,10,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False
18.76,1800,2,9821.73,White,0,Yes,13,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,True,False,False
13.95,3000,1,9386.43,White,0,Yes,10,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False
20.92,1500,5,5101.94,Silver,1,Yes,17,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,True,False,False
13.46,1800,2,6706.33,White,0,Yes,4,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,True,False
